,Date,Time,Location,Operator,Type,Flight,Aboard,Fatalities,Ground,Summary
3058,07 10 2012,12:00,"Near Omdurman, Sudan",Military - Sudanese Air Force,Antonov An-12BP,?,22,15,0,"The transport, carrying military personnel and equipment, crashed 25 miles southwest of Omdurman after experiencing engine trouble. The captain reported that both engines stopped working prior to the crash."
3059,07 10 2012,16:16,Antigua,Fly Montserrat,Britten-Norman BN-2A-26 Islander,107,4,3,0,"The small airliner took off from Runway 7 at V.C. Bird International Airport, lost height immediately after becoming airborne and crashed to the ground, nose first. There was heavy rains and lightning at the time of the accident."
3060,06 11 2012,07:46,"Wichita, Kansas",Fedex operating for Baron Aviation,Cessna 208B Super Cargomaster,8588,1,1,0,"The cargo plane climbed to an altitude of about 4,000 feet then attempted to return to the airport. The plane continued to lose altitude until it made a forced landing in a field and crashed into trees."
3061,21 11 2012,?,"San'a, Yemen",Military - Yemen Air Force,Antonov An-26,?,10,10,0,"The military transport crashed into the abandoned Al-Hasaba marketplace about 6 miles from Sanaa International Airport, shortly after taking off from runway 18. The crew was trying to make an emergency landing after an engine failed."
3062,30 11 2012,17:50,"Near Brazzaville, Congo",Aero Service,Ilysushin Il-76T,?,7,7,25,The cargo plane crashed into a dozen houses in the Mselou district in Bazzaville while attempting to land at the local airport. The plane caught on fire and came to rest in a ravine. There was heavy rain and thunderstorms in the area at the time of the accident.
3063,05 12 2012,09:45,"Near Ladysmith, South Africa",Military - South African Air Force,Douglas C47-TP,?,11,11,0,"The military transport went missing while en route. The wreckage was found in the Drakensberg mountains near Ladysmith in KwaZulu-Natal province, some 210 miles southeast of Waterkloof Air Force Base. There was severe weather at the time of the accident."
3064,09 12 2012,03:30,"Near Iturbide, Mexico",Starwood Management LLC,Learjet 25,?,7,7,0,"The charter jet crashed about 60 miles from Monterey Mexico, about ten minutes after taking off. The plane plunged almost vertically from more than 28,000 feet and hit the ground in a nose-dive at a speed that may have exceeded 600 mph. Mexican-American singerJenni Rivera 43, her publicist and make-up artist were among the dead. She had just finished giving a concert in Monterey and was en route to Toluca to tape a Mexican TV show. A sudden and abrupt lack of control during ascent that provoked a sheer vertical drop of the plane that could have been triggered by a problem with the planes horizontal stabilizer. The plane was over 43 years old. The pilot, 78 was authorized to only fly as copilot. The copilot was not authroized to fly out of the United States. The copilot was not authorized to fly IFR which the plane was doing at the time of the accident."
3065,10 12 2012,03:20,"Near Rochelle, Illinois",Rockford Memorial Hospital,MBB BK117 A3,?,3,3,0,The medical helicopter crashed into a field while en route from Rockford hospital to Mendota hospital where they were going to pick up a patient. Light snow was reported in the area at the time of the accident. The pilot and two nurses were killed.
3066,25 12 2012,08:50,"Heho, Myanmar",Air Bagan,Fokker 100,W9-011,71,2,1,"The passenger plane crash in a field two miles from Heho Airport and caught fire, after attempting to land in foggy weather. A tour guide and an 11-year-old child on board the plane, and a man riding a motorcycle on the ground were killed. Eleven others were injured."
3067,25 12 2012,18:55,"Near Shymkent, Kazakhstan",Military - Kazakhstan Border Guards,Antonov AN-72-100D,?,27,27,0,"The military transport crashed 12 miles from the Shymket Airport while making a descent to land, in heavy winds and snow.The fatalities included a crew of seven and 20 border guards, including the acting head of the ex-Soviet nation's border protection service, Col. Turganbek Stambekov"
3068,29 12 2012,16:33,"Moscow, Russia",Red Wings Airlines,Tupolev TU-204-100V,9268,8,5,0,"While attempting to land on a snow covered runway and heavy cross winds the plane overran the runway, penetrated the perimeter fence and collided with a highway embankment. The aircraft broke in three. The plane's impact with the highway embankment sent the severed nose sliding over the icy road while the rest of the jet rested just past the airport's fence - its tail linked to the rest of the body by only a tangle of wreckage. There were no passengers on board."
3069,02 01 2013,20:57,"Near Clear Lake, Iowa",Med-Trans Corporaion,Bell 407,?,3,3,0,"The air ambulance crashed and burned north of Ventura near Clear Lake Iowa in ice, haze and misty conditons."
3070,04 01 2013,11:40,"Off Los Roques, Venezuela",Transaereo 5074,Britten Norman BN-2A-27 Islander,?,6,6,0,"The flight disappeared while en route from Los Roques island to Caracas. When the plane was approximately 11 miles from Los Roques Airport, radar showed it began rapidly losing altitude and speed. It is presumed to have crashed in the ocean. The son of Italian designer Ottavio Missoni was among those onboard."
3071,29 01 2013,13:13,"Near Kyzyltu, Kazakhstan",SCAT Air,Canadair CRJ-200ER,760,21,21,0,The jet crashed in heavy fog outside of Almaty while attempting to land at Almaty Airport for a second time. The aircraft was found in swampy terrain about 1 mile short of the runway threshold.
3072,13 02 2013,18:09,"Donetsk, Ukraine",South Airlines,Antonov AN-24RV,8971,45,5,0,"While attempting to land on runway 8 in dense fog, the plane overran the runway , overturned and caught fire. The airplane operated as a charter flight carrying football fans on their way to a match of Shakhtar Donetsk against Borussia Dortmund. Pilot error.  A loss of speed by the aircraft during thelanding approach due to an error of the unprepared crew. The crew had no clearance to land given the weather conditions."
3073,04 03 2013,17:55,"Goma, Congo",Compagnie Africaine d' Aviation CAA,Fokker 50,?,10,7,0,The aircraft crashed short of the runway while attempting to land in heavy rain at Goma Airport crashing into the back yards of several houses in the Lake Kivu area.
3074,06 03 2013,08:30,"La Libertad, Peru",Aero Transporte S.A. - ATSA,Beechcraft B200 King Air,?,9,9,0,"The plane, chartered by a Peruvian gold mining company, crashed while atempting to land at an airport in the La Libertad region of Peru in poor weather. The plane struck power lines, crashed and burned. Two employees of Marsa, 5 contractors and both pilots were killed."
3075,08 03 2013,08:15,"Near Dillingham, Alaska",Ace Air Cargo,Beechcraft 1900C,51,2,2,0,"The cargo plane crashed about 20 miles northeast of Dillingham while on approach to Dillingham Airport. Wreckage was discovered on Saturday with the pilot and copilot fatally injured. The aircraft was badly fragmented in three sections. The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists. Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts."
3076,12 03 2013,20:30,"Almer, Brazil",Fretzx Taxi Aereo,Embraer EMB 820C Navajo Piper 31,?,10,10,0,The plane crashed while enroute. It belonged to air charter company Fretax and was transporting nine employees of the engineering company Cesbe to the Santo Antonio do Jari hydroelectric power plant.
3077,13 04 2013,15:35,"Denpasar, Indonesia",Lion Air,Boeing B-737-8GP,904,108,0,0,"The airliner came down in the ocean, 150 feet short of the runway, while on final approach to Denpasar-Ngurah Rai Bali International Airport. All 101 passengers and crew of 7 survived. Forty-five people were injured."
3078,29 04 2013,15:25,"Bagram Air Base, Afghanistan",National Air Cargo,Boeing B-747-428BCF,102,7,7,0,"The civilian cargo plane crashed and burned shortly after taking off from runway 03 at Bagram Air Base. The plane was carrying 5 armored vehicles. The airline's cargo operations manual did not explain how to account for the orientation of the tiedown straps when calculating how many were needed, and the inexperienced and uncertified loadmaster used too few straps. When the plane began climbing, the rearmost vehicle, weighing 28,000"
3079,31 05 2013,12:11,"Moosonee, Ontario",Ornge Air Ambulance,Sikorsky S-76,?,4,4,0,"The air ambulance helicopter crashed 0.7 miles from its departure point. The pilot, copilot and two paramedics were killed. The helicopter was headed to Attawapiskat to pick up a patient."
3080,25 06 2013,?,"Gaurikund, near Kedarnath, Uttarakhand State, India.",Indian Air Force,MI 172 V5 helicopter,?,20,20,0,Crashed during flood relief operations. The passengers were from paramilitary forces.
3081,06 07 2013,11:38,"San Francisco, California",Asiana Airlines,Boeing B-777-28EER,214,307,3,0,"The aircraft crash landed short of the runway while on approach to runway 28L at San Francisco International Airport. The tail section, landing gear, and both engines separated from the fuselage and a fire erupted. Debris was scattered from the ocean front to the runway to where the aircraft came to rest. The plane's voice and flight data recorders show that the aircraft was coming in too slow and too low and that the pilots appear to have increased speed seven seconds before impact. A stall warning sounded four seconds before the crash, and the crew then made an internal decision to initiate a go-around 1.5 seconds to impact.Two passengers were killed and 182 injured. One passenger was run over by one of the emergency vehicles. The crew's failure to monitor and maintain the plane's airspeed, and its failure to abort the landing when in trouble. The pilot and co-pilot reasonably believed the automatic throttle would keep the plane flying fast enough to land safely, when in fact the auto throttle was effectively shut off after the pilot idled it to correct an unexplained climb earlier in the landing. The flight crew over-relied on automated systems that they did not fully understand."
